,track,week,ranking,artist,time,genre,month_entered,day_entered,month_peaked,day_peaked
5428,Doesn't Really Matter,18,7.0,Janet,257,Rock,6,17,8,26
4474,Incomplete,15,7.0,Sisqo,232,Rock'n'roll,6,24,8,12
2590,No More,9,7.0,Ruff Endz,236,Rock,7,1,9,2
3212,Give Me Just One Night (Una Noche),11,7.0,98¡,204,Rock,8,19,9,30
4484,Case Of The Ex (Whatcha Gonna Do),15,7.0,Mya,230,Rock'n'roll,8,19,12,2
2260,My Love Is Your Love,8,7.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
2898,My Love Is Your Love,10,7.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
3861,Gotta Tell You,13,7.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
4818,Gotta Tell You,16,7.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
14401,Higher,46,7.0,Creed,316,Rock'n'roll,9,11,7,22
14720,Higher,47,7.0,Creed,316,Rock'n'roll,9,11,7,22
1914,Independent Women Part I,7,7.0,Destiny's Child,218,Rock,9,23,11,18
6699,Independent Women Part I,22,7.0,Destiny's Child,218,Rock,9,23,11,18
1951,This I Promise You,7,7.0,N'Sync,263,Rock,9,30,12,2
2270,This I Promise You,8,7.0,N'Sync,263,Rock,9,30,12,2
3546,This I Promise You,12,7.0,N'Sync,263,Rock,9,30,12,2
5761,He Loves U Not,19,7.0,Dream,223,Rock,9,30,12,30
1916,I Knew I Loved You,7,7.0,Savage Garden,247,Rock,10,23,1,29
5771,Get It On.. Tonite,19,7.0,"Jordan, Montell",274,Rap,10,23,2,12
7366,Get It On.. Tonite,24,7.0,"Jordan, Montell",274,Rap,10,23,2,12
5783,That's The Way It Is,19,7.0,"Dion, Celine",243,Rock,11,13,3,4
6102,That's The Way It Is,20,7.0,"Dion, Celine",243,Rock,11,13,3,4
1311,Hot Boyz,5,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
1630,Hot Boyz,6,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
2268,Hot Boyz,8,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
2587,Hot Boyz,9,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
2906,Hot Boyz,10,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
3863,Hot Boyz,13,7.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
3232,All The Small Things,11,7.0,Blink-182,172,Rock,12,4,2,19
2595,Blue (Da Ba Dee),9,7.0,Eiffel 65,209,Electronica,12,11,1,29
687,Auld Lang Syne (The Millenium Mix),3,7.0,Kenny G,470,Jazz,12,25,1,8
6705,Say My Name,22,7.0,Destiny's Child,271,Rock'n'roll,12,25,3,18
4505,Show Me The Meaning Of Being Lonely,15,8.0,"Backstreet Boys, The",234,Rock,1,1,3,18
10555,I Wanna Know,34,8.0,Joe,297,Rock'n'roll,1,1,7,1
12150,I Wanna Know,39,8.0,Joe,297,Rock'n'roll,1,1,7,1
4197,It Feels So Good,14,8.0,Sonique,228,Rock'n'roll,1,22,4,22
4797,Everything You Want,16,8.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
5116,Everything You Want,17,8.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
6392,Everything You Want,21,8.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
6724,Thong Song,22,8.0,Sisqo,245,Rock'n'roll,1,29,5,20
320,"Maria, Maria",2,8.0,Santana,258,Rock,2,12,4,8
5743,"Maria, Maria",19,8.0,Santana,258,Rock,2,12,4,8
2588,I Try,9,8.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
6425,There U Go,21,8.0,Pink,203,Rock,3,4,4,8
3523,Try Again,12,8.0,Aaliyah,243,Rock'n'roll,3,18,6,17
2240,Be With You,8,8.0,"Iglesias, Enrique",216,Latin,4,1,6,24
2559,Be With You,9,8.0,"Iglesias, Enrique",216,Latin,4,1,6,24
3205,Bent,11,8.0,matchbox twenty,252,Rock,4,29,7,22
7065,(Hot S**t) Country Grammar,23,8.0,Nelly,257,Rap,4,29,9,16
3221,The Real Slim Shady,11,8.0,Eminem,282,Rap,5,6,6,24
4187,Absolutely (Story Of A Girl),14,8.0,Nine Days,189,Rock,5,6,7,22
4506,Absolutely (Story Of A Girl),15,8.0,Nine Days,189,Rock,5,6,7,22
5144,Absolutely (Story Of A Girl),17,8.0,Nine Days,189,Rock,5,6,7,22
3532,Jumpin' Jumpin',12,8.0,Destiny's Child,228,Rock,5,13,8,19
7998,Jumpin' Jumpin',26,8.0,Destiny's Child,228,Rock,5,13,8,19
4514,Wifey,15,8.0,Next,243,Rock'n'roll,5,27,9,9
15002,Amazed,48,8.0,Lonestar,265,Country,6,5,3,4
5747,Doesn't Really Matter,19,8.0,Janet,257,Rock,6,17,8,26
4793,Incomplete,16,8.0,Sisqo,232,Rock'n'roll,6,24,8,12
3228,No More,11,8.0,Ruff Endz,236,Rock,7,1,9,2
3547,No More,12,8.0,Ruff Endz,236,Rock,7,1,9,2
4789,Come On Over Baby (All I Want Is You),16,8.0,"Aguilera, Christina",218,Rock,8,5,10,14
4788,Music,16,8.0,Madonna,225,Rock,8,12,9,16
2903,Most Girls,10,8.0,Pink,246,Rock'n'roll,8,12,11,25
5455,Most Girls,18,8.0,Pink,246,Rock'n'roll,8,12,11,25
3234,Bag Lady,11,8.0,"Badu, Erkyah",303,Rock,8,19,10,7
7355,Case Of The Ex (Whatcha Gonna Do),24,8.0,Mya,230,Rock'n'roll,8,19,12,2
1941,My Love Is Your Love,7,8.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
2579,My Love Is Your Love,9,8.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
3217,My Love Is Your Love,11,8.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
3536,My Love Is Your Love,12,8.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
2904,Gotta Tell You,10,8.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
3528,He Loves U Not,12,8.0,Dream,223,Rock,9,30,12,30
5138,Bring It All To Me,17,8.0,Blaque,226,Pop,10,23,1,22
6701,I Knew I Loved You,22,8.0,Savage Garden,247,Rock,10,23,1,29
7020,I Knew I Loved You,23,8.0,Savage Garden,247,Rock,10,23,1,29
10863,Breathe,35,8.0,"Hill, Faith",244,Rap,11,6,4,22
3550,That's The Way It Is,12,8.0,"Dion, Celine",243,Rock,11,13,3,4
5464,That's The Way It Is,18,8.0,"Dion, Celine",243,Rock,11,13,3,4
3225,Hot Boyz,11,8.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
3870,All The Small Things,13,8.0,Blink-182,172,Rock,12,4,2,19
4189,All The Small Things,14,8.0,Blink-182,172,Rock,12,4,2,19
1006,Auld Lang Syne (The Millenium Mix),4,8.0,Kenny G,470,Jazz,12,25,1,8
2910,Show Me The Meaning Of Being Lonely,10,9.0,"Backstreet Boys, The",234,Rock,1,1,3,18
4824,Show Me The Meaning Of Being Lonely,16,9.0,"Backstreet Boys, The",234,Rock,1,1,3,18
11512,I Wanna Know,37,9.0,Joe,297,Rock'n'roll,1,1,7,1
11831,I Wanna Know,38,9.0,Joe,297,Rock'n'roll,1,1,7,1
4159,Everything You Want,14,9.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
4478,Everything You Want,15,9.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
9582,Everything You Want,31,9.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
5134,Bye Bye Bye,17,9.0,N'Sync,195,Rock'n'roll,1,29,4,15
4821,I Try,16,9.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
5763,You Sang To Me,19,9.0,"Anthony, Marc",230,Latin,2,26,6,3
6744,There U Go,22,9.0,Pink,203,Rock,3,4,4,8
3204,Try Again,11,9.0,Aaliyah,243,Rock'n'roll,3,18,6,17
7351,Try Again,24,9.0,Aaliyah,243,Rock'n'roll,3,18,6,17
1921,Be With You,7,9.0,"Iglesias, Enrique",216,Latin,4,1,6,24
11827,Kryptonite,38,9.0,3 Doors Down,233,Rock,4,8,11,11
12146,Kryptonite,39,9.0,3 Doors Down,233,Rock,4,8,11,11
2284,Oops!.. I Did It Again,8,9.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
2603,Oops!.. I Did It Again,9,9.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
7352,Bent,24,9.0,matchbox twenty,252,Rock,4,29,7,22
3540,The Real Slim Shady,12,9.0,Eminem,282,Rap,5,6,6,24
5463,Absolutely (Story Of A Girl),18,9.0,Nine Days,189,Rock,5,6,7,22
2243,It's Gonna Be Me,8,9.0,N'Sync,190,Rock'n'roll,5,6,7,29
11816,With Arms Wide Open,38,9.0,Creed,232,Rock'n'roll,5,13,11,11
15321,Amazed,49,9.0,Lonestar,265,Country,6,5,3,4
5750,Incomplete,19,9.0,Sisqo,232,Rock'n'roll,6,24,8,12
2237,Come On Over Baby (All I Want Is You),8,9.0,"Aguilera, Christina",218,Rock,8,5,10,14
2556,Come On Over Baby (All I Want Is You),9,9.0,"Aguilera, Christina",218,Rock,8,5,10,14
2596,Bag Lady,9,9.0,"Badu, Erkyah",303,Rock,8,19,10,7
2915,Bag Lady,10,9.0,"Badu, Erkyah",303,Rock,8,19,10,7
3846,Case Of The Ex (Whatcha Gonna Do),13,9.0,Mya,230,Rock'n'roll,8,19,12,2
4165,Case Of The Ex (Whatcha Gonna Do),14,9.0,Mya,230,Rock'n'roll,8,19,12,2
1622,My Love Is Your Love,6,9.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
2585,Gotta Tell You,9,9.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
13763,Higher,44,9.0,Creed,316,Rock'n'roll,9,11,7,22
14082,Higher,45,9.0,Creed,316,Rock'n'roll,9,11,7,22
15039,Higher,48,9.0,Creed,316,Rock'n'roll,9,11,7,22
15358,Higher,49,9.0,Creed,316,Rock'n'roll,9,11,7,22
4822,This I Promise You,16,9.0,N'Sync,263,Rock,9,30,12,2
6080,He Loves U Not,20,9.0,Dream,223,Rock,9,30,12,30
2285,Shape Of My Heart,8,9.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
2905,Bring It All To Me,10,9.0,Blaque,226,Pop,10,23,1,22
3224,Bring It All To Me,11,9.0,Blaque,226,Pop,10,23,1,22
3543,Bring It All To Me,12,9.0,Blaque,226,Pop,10,23,1,22
5457,Bring It All To Me,18,9.0,Blaque,226,Pop,10,23,1,22
6728,Get It On.. Tonite,22,9.0,"Jordan, Montell",274,Rap,10,23,2,12
7047,Get It On.. Tonite,23,9.0,"Jordan, Montell",274,Rap,10,23,2,12
7685,Get It On.. Tonite,25,9.0,"Jordan, Montell",274,Rap,10,23,2,12
3869,That's The Way It Is,13,9.0,"Dion, Celine",243,Rock,11,13,3,4
6421,That's The Way It Is,21,9.0,"Dion, Celine",243,Rock,11,13,3,4
992,Hot Boyz,4,9.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
4508,All The Small Things,15,9.0,Blink-182,172,Rock,12,4,2,19
1957,Blue (Da Ba Dee),7,9.0,Eiffel 65,209,Electronica,12,11,1,29
2914,Blue (Da Ba Dee),10,9.0,Eiffel 65,209,Electronica,12,11,1,29
2272,Show Me The Meaning Of Being Lonely,8,10.0,"Backstreet Boys, The",234,Rock,1,1,3,18
7046,I Wanna Know,23,10.0,Joe,297,Rock'n'roll,1,1,7,1
7684,I Wanna Know,25,10.0,Joe,297,Rock'n'roll,1,1,7,1
4516,It Feels So Good,15,10.0,Sonique,228,Rock'n'roll,1,22,4,22
4835,It Feels So Good,16,10.0,Sonique,228,Rock'n'roll,1,22,4,22
9901,Everything You Want,32,10.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
2896,Thong Song,10,10.0,Sisqo,245,Rock'n'roll,1,29,5,20
5140,I Try,17,10.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
5468,There U Go,18,10.0,Pink,203,Rock,3,4,4,8
5787,There U Go,19,10.0,Pink,203,Rock,3,4,4,8
6106,There U Go,20,10.0,Pink,203,Rock,3,4,4,8
6081,He Wasn't Man Enough,20,10.0,"Braxton, Toni",261,Rock,3,18,5,6
2885,Try Again,10,10.0,Aaliyah,243,Rock'n'roll,3,18,6,17
4492,I Turn To You,15,10.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
2922,Oops!.. I Did It Again,10,10.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
6108,(Hot S**t) Country Grammar,20,10.0,Nelly,257,Rap,4,29,9,16
7384,(Hot S**t) Country Grammar,24,10.0,Nelly,257,Rap,4,29,9,16
5433,It's Gonna Be Me,18,10.0,N'Sync,190,Rock'n'roll,5,6,7,29
8317,Jumpin' Jumpin',27,10.0,Destiny's Child,228,Rock,5,13,8,19
6393,With Arms Wide Open,21,10.0,Creed,232,Rock'n'roll,5,13,11,11
5152,Wifey,17,10.0,Next,243,Rock'n'roll,5,27,9,9
15640,Amazed,50,10.0,Lonestar,265,Country,6,5,3,4
2238,Doesn't Really Matter,8,10.0,Janet,257,Rock,6,17,8,26
2557,Doesn't Really Matter,9,10.0,Janet,257,Rock,6,17,8,26
5112,Incomplete,17,10.0,Sisqo,232,Rock'n'roll,6,24,8,12
5431,Incomplete,18,10.0,Sisqo,232,Rock'n'roll,6,24,8,12
2271,No More,8,10.0,Ruff Endz,236,Rock,7,1,9,2
3866,No More,13,10.0,Ruff Endz,236,Rock,7,1,9,2
3527,Case Of The Ex (Whatcha Gonna Do),12,10.0,Mya,230,Rock'n'roll,8,19,12,2
6407,My Love Is Your Love,21,10.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
6726,My Love Is Your Love,22,10.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
2266,Gotta Tell You,8,10.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
7018,Independent Women Part I,23,10.0,Destiny's Child,218,Rock,9,23,11,18
3865,This I Promise You,13,10.0,N'Sync,263,Rock,9,30,12,2
6399,He Loves U Not,21,10.0,Dream,223,Rock,9,30,12,30
7037,He Loves U Not,23,10.0,Dream,223,Rock,9,30,12,30
1966,Shape Of My Heart,7,10.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
2604,Shape Of My Heart,9,10.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
3862,Bring It All To Me,13,10.0,Blaque,226,Pop,10,23,1,22
6090,Get It On.. Tonite,20,10.0,"Jordan, Montell",274,Rap,10,23,2,12
8004,Get It On.. Tonite,26,10.0,"Jordan, Montell",274,Rap,10,23,2,12
8323,Get It On.. Tonite,27,10.0,"Jordan, Montell",274,Rap,10,23,2,12
4188,That's The Way It Is,14,10.0,"Dion, Celine",243,Rock,11,13,3,4
6740,That's The Way It Is,22,10.0,"Dion, Celine",243,Rock,11,13,3,4
4182,Hot Boyz,14,10.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
7024,Say My Name,23,10.0,Destiny's Child,271,Rock'n'roll,12,25,3,18
5451,I Wanna Know,18,11.0,Joe,297,Rock'n'roll,1,1,7,1
5770,I Wanna Know,19,11.0,Joe,297,Rock'n'roll,1,1,7,1
6408,I Wanna Know,21,11.0,Joe,297,Rock'n'roll,1,1,7,1
6727,I Wanna Know,22,11.0,Joe,297,Rock'n'roll,1,1,7,1
3878,It Feels So Good,13,11.0,Sonique,228,Rock'n'roll,1,22,4,22
5154,It Feels So Good,17,11.0,Sonique,228,Rock'n'roll,1,22,4,22
5459,I Try,18,11.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
1002,There U Go,4,11.0,Pink,203,Rock,3,4,4,8
1321,There U Go,5,11.0,Pink,203,Rock,3,4,4,8
3848,He Wasn't Man Enough,13,11.0,"Braxton, Toni",261,Rock,3,18,5,6
6400,He Wasn't Man Enough,21,11.0,"Braxton, Toni",261,Rock,3,18,5,6
5111,Be With You,17,11.0,"Iglesias, Enrique",216,Latin,4,1,6,24
5470,(Hot S**t) Country Grammar,18,11.0,Nelly,257,Rap,4,29,9,16
5789,(Hot S**t) Country Grammar,19,11.0,Nelly,257,Rap,4,29,9,16
7703,(Hot S**t) Country Grammar,25,11.0,Nelly,257,Rap,4,29,9,16
1307,The Real Slim Shady,5,11.0,Eminem,282,Rap,5,6,6,24
3230,Absolutely (Story Of A Girl),11,11.0,Nine Days,189,Rock,5,6,7,22
5782,Absolutely (Story Of A Girl),19,11.0,Nine Days,189,Rock,5,6,7,22
3886,Let's Get Married,13,11.0,Jagged Edge,263,Rock,5,6,7,29
6074,With Arms Wide Open,20,11.0,Creed,232,Rock'n'roll,5,13,11,11
3564,I Need You,12,11.0,"Rimes, LeAnn",222,Country,5,27,8,12
3883,I Need You,13,11.0,"Rimes, LeAnn",222,Country,5,27,8,12
3881,Wonderful,13,11.0,Everclear,270,Rock'n'roll,7,8,9,30
4838,Wonderful,16,11.0,Everclear,270,Rock'n'roll,7,8,9,30
1918,Come On Over Baby (All I Want Is You),7,11.0,"Aguilera, Christina",218,Rock,8,5,10,14
2875,Come On Over Baby (All I Want Is You),10,11.0,"Aguilera, Christina",218,Rock,8,5,10,14
5107,Music,17,11.0,Madonna,225,Rock,8,12,9,16
5774,Most Girls,19,11.0,Pink,246,Rock'n'roll,8,12,11,25
3553,Bag Lady,12,11.0,"Badu, Erkyah",303,Rock,8,19,10,7
7674,Case Of The Ex (Whatcha Gonna Do),25,11.0,Mya,230,Rock'n'roll,8,19,12,2
1303,My Love Is Your Love,5,11.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
7045,My Love Is Your Love,23,11.0,"Houston, Whitney",256,Rock'n'roll,9,4,1,8
13125,Higher,42,11.0,Creed,316,Rock'n'roll,9,11,7,22
13444,Higher,43,11.0,Creed,316,Rock'n'roll,9,11,7,22
2925,Between Me And You,10,11.0,Ja Rule,245,Rap,9,16,11,18
3244,Between Me And You,11,11.0,Ja Rule,245,Rap,9,16,11,18
1313,This I Promise You,5,11.0,N'Sync,263,Rock,9,30,12,2
4503,This I Promise You,15,11.0,N'Sync,263,Rock,9,30,12,2
5141,This I Promise You,17,11.0,N'Sync,263,Rock,9,30,12,2
3209,He Loves U Not,11,11.0,Dream,223,Rock,9,30,12,30
6718,He Loves U Not,22,11.0,Dream,223,Rock,9,30,12,30
2586,Bring It All To Me,9,11.0,Blaque,226,Pop,10,23,1,22
2928,I Just Wanna Love U (Give It 2 Me),10,11.0,Jay-Z,230,Rap,10,28,12,30
4203,Then The Morning Comes,14,11.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
11182,Breathe,36,11.0,"Hill, Faith",244,Rap,11,6,4,22
3231,That's The Way It Is,11,11.0,"Dion, Celine",243,Rock,11,13,3,4
4507,That's The Way It Is,15,11.0,"Dion, Celine",243,Rock,11,13,3,4
4826,That's The Way It Is,16,11.0,"Dion, Celine",243,Rock,11,13,3,4
3544,Hot Boyz,12,11.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
4501,Hot Boyz,15,11.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
1925,What A Girl Wants,7,11.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
4796,What A Girl Wants,16,11.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
4827,All The Small Things,16,11.0,Blink-182,172,Rock,12,4,2,19
1638,Blue (Da Ba Dee),6,11.0,Eiffel 65,209,Electronica,12,11,1,29
1953,Show Me The Meaning Of Being Lonely,7,12.0,"Backstreet Boys, The",234,Rock,1,1,3,18
2591,Show Me The Meaning Of Being Lonely,9,12.0,"Backstreet Boys, The",234,Rock,1,1,3,18
7365,I Wanna Know,24,12.0,Joe,297,Rock'n'roll,1,1,7,1
2921,It Feels So Good,10,12.0,Sonique,228,Rock'n'roll,1,22,4,22
5453,Bye Bye Bye,18,12.0,N'Sync,195,Rock'n'roll,1,29,4,15
2269,I Try,8,12.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
6082,You Sang To Me,20,12.0,"Anthony, Marc",230,Latin,2,26,6,3
6401,You Sang To Me,21,12.0,"Anthony, Marc",230,Latin,2,26,6,3
683,There U Go,3,12.0,Pink,203,Rock,3,4,4,8
2278,There U Go,8,12.0,Pink,203,Rock,3,4,4,8
5149,There U Go,17,12.0,Pink,203,Rock,3,4,4,8
7063,There U Go,23,12.0,Pink,203,Rock,3,4,4,8
4167,He Wasn't Man Enough,14,12.0,"Braxton, Toni",261,Rock,3,18,5,6
5762,He Wasn't Man Enough,19,12.0,"Braxton, Toni",261,Rock,3,18,5,6
2566,Try Again,9,12.0,Aaliyah,243,Rock'n'roll,3,18,6,17
1602,Be With You,6,12.0,"Iglesias, Enrique",216,Latin,4,1,6,24
6404,Kryptonite,21,12.0,3 Doors Down,233,Rock,4,8,11,11
1965,Oops!.. I Did It Again,7,12.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
2886,Bent,10,12.0,matchbox twenty,252,Rock,4,29,7,22
7671,Bent,25,12.0,matchbox twenty,252,Rock,4,29,7,22
8022,(Hot S**t) Country Grammar,26,12.0,Nelly,257,Rap,4,29,9,16
8341,(Hot S**t) Country Grammar,27,12.0,Nelly,257,Rap,4,29,9,16
6101,Absolutely (Story Of A Girl),20,12.0,Nine Days,189,Rock,5,6,7,22
12135,With Arms Wide Open,39,12.0,Creed,232,Rock'n'roll,5,13,11,11
4521,I Need You,15,12.0,"Rimes, LeAnn",222,Country,5,27,8,12
4840,I Need You,16,12.0,"Rimes, LeAnn",222,Country,5,27,8,12
5471,Wifey,18,12.0,Next,243,Rock'n'roll,5,27,9,9
15959,Amazed,51,12.0,Lonestar,265,Country,6,5,3,4
1314,No More,5,12.0,Ruff Endz,236,Rock,7,1,9,2
1952,No More,7,12.0,Ruff Endz,236,Rock,7,1,9,2
4185,No More,14,12.0,Ruff Endz,236,Rock,7,1,9,2
5108,Come On Over Baby (All I Want Is You),17,12.0,"Aguilera, Christina",218,Rock,8,5,10,14
2584,Most Girls,9,12.0,Pink,246,Rock'n'roll,8,12,11,25
15677,Higher,50,12.0,Creed,316,Rock'n'roll,9,11,7,22
7337,Independent Women Part I,24,12.0,Destiny's Child,218,Rock,9,23,11,18
4184,This I Promise You,14,12.0,N'Sync,263,Rock,9,30,12,2
5460,This I Promise You,18,12.0,N'Sync,263,Rock,9,30,12,2
2612,She Bangs,9,12.0,"Martin, Ricky",242,Latin,10,7,12,2
1328,Shape Of My Heart,5,12.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
1647,Shape Of My Heart,6,12.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
2923,Shape Of My Heart,10,12.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
7339,I Knew I Loved You,24,12.0,Savage Garden,247,Rock,10,23,1,29
3247,I Just Wanna Love U (Give It 2 Me),11,12.0,Jay-Z,230,Rap,10,28,12,30
3566,I Just Wanna Love U (Give It 2 Me),12,12.0,Jay-Z,230,Rap,10,28,12,30
3885,I Just Wanna Love U (Give It 2 Me),13,12.0,Jay-Z,230,Rap,10,28,12,30
3884,Then The Morning Comes,13,12.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
4820,Hot Boyz,16,12.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
4477,What A Girl Wants,15,12.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
3249,Take A Picture,11,12.0,Filter,263,Rock,11,27,2,5
5143,Show Me The Meaning Of Being Lonely,17,13.0,"Backstreet Boys, The",234,Rock,1,1,3,18
3240,It Feels So Good,11,13.0,Sonique,228,Rock'n'roll,1,22,4,22
3559,It Feels So Good,12,13.0,Sonique,228,Rock'n'roll,1,22,4,22
3840,Everything You Want,13,13.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
1306,Bye Bye Bye,5,13.0,N'Sync,195,Rock'n'roll,1,29,4,15
2577,Thong Song,9,13.0,Sisqo,245,Rock'n'roll,1,29,5,20
7043,Thong Song,23,13.0,Sisqo,245,Rock'n'roll,1,29,5,20
2892,You Sang To Me,10,13.0,"Anthony, Marc",230,Latin,2,26,6,3
3211,You Sang To Me,11,13.0,"Anthony, Marc",230,Latin,2,26,6,3
3530,You Sang To Me,12,13.0,"Anthony, Marc",230,Latin,2,26,6,3
3849,You Sang To Me,13,13.0,"Anthony, Marc",230,Latin,2,26,6,3
6719,He Wasn't Man Enough,22,13.0,"Braxton, Toni",261,Rock,3,18,5,6
7038,He Wasn't Man Enough,23,13.0,"Braxton, Toni",261,Rock,3,18,5,6
7357,He Wasn't Man Enough,24,13.0,"Braxton, Toni",261,Rock,3,18,5,6
8633,He Wasn't Man Enough,28,13.0,"Braxton, Toni",261,Rock,3,18,5,6
7670,Try Again,25,13.0,Aaliyah,243,Rock'n'roll,3,18,6,17
13103,Kryptonite,42,13.0,3 Doors Down,233,Rock,4,8,11,11
1646,Oops!.. I Did It Again,6,13.0,"Spears, Britney",210,Rock'n'roll,4,22,6,10
2567,Bent,9,13.0,matchbox twenty,252,Rock,4,29,7,22
7990,Bent,26,13.0,matchbox twenty,252,Rock,4,29,7,22
4209,Back Here,14,13.0,BBMak,215,Rock,4,29,7,29
2911,Absolutely (Story Of A Girl),10,13.0,Nine Days,189,Rock,5,6,7,22
5752,It's Gonna Be Me,19,13.0,N'Sync,190,Rock'n'roll,5,6,7,29
3213,Jumpin' Jumpin',11,13.0,Destiny's Child,228,Rock,5,13,8,19
12454,With Arms Wide Open,40,13.0,Creed,232,Rock'n'roll,5,13,11,11
12773,With Arms Wide Open,41,13.0,Creed,232,Rock'n'roll,5,13,11,11
3245,I Need You,11,13.0,"Rimes, LeAnn",222,Country,5,27,8,12
5159,I Need You,17,13.0,"Rimes, LeAnn",222,Country,5,27,8,12
4200,Wonderful,14,13.0,Everclear,270,Rock'n'roll,7,8,9,30
4519,Wonderful,15,13.0,Everclear,270,Rock'n'roll,7,8,9,30
3570,Shake Ya Ass,12,13.0,Mystikal,286,Rap,8,12,10,28
3889,Shake Ya Ass,13,13.0,Mystikal,286,Rap,8,12,10,28
4208,Shake Ya Ass,14,13.0,Mystikal,286,Rap,8,12,10,28
2265,Most Girls,8,13.0,Pink,246,Rock'n'roll,8,12,11,25
5137,Gotta Tell You,17,13.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
12487,Higher,40,13.0,Creed,316,Rock'n'roll,9,11,7,22
12806,Higher,41,13.0,Creed,316,Rock'n'roll,9,11,7,22
1974,She Bangs,7,13.0,"Martin, Ricky",242,Latin,10,7,12,2
2293,She Bangs,8,13.0,"Martin, Ricky",242,Latin,10,7,12,2
1597,I Knew I Loved You,6,13.0,Savage Garden,247,Rock,10,23,1,29
2609,I Just Wanna Love U (Give It 2 Me),9,13.0,Jay-Z,230,Rap,10,28,12,30
4522,Then The Morning Comes,15,13.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
11501,Breathe,37,13.0,"Hill, Faith",244,Rap,11,6,4,22
673,Hot Boyz,3,13.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
1287,What A Girl Wants,5,13.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
1606,What A Girl Wants,6,13.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
5115,What A Girl Wants,17,13.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
3568,Take A Picture,12,13.0,Filter,263,Rock,11,27,2,5
1319,Blue (Da Ba Dee),5,13.0,Eiffel 65,209,Electronica,12,11,1,29
