,company,description,post_date,title,city,state,range_low,range_high,salary_avg
162,EMC CORPORATION,"The RSA data scientists are expected to perform end-to-end research steps involved in solution development, while establishing subject-matter expertise in...",11,Principal Research Scientist,Reston,VA,,,
163,MLB Advanced Media,"As a Senior Data Scientist at MLBAM, you will be a hands-on lead for data science in the organization. 2+ years of professional experience as a Data Scientist...",23,Senior Data Scientist,New York,NY,,,
164,Department of Defense,"Evaluating the data resulting from applying. Accountants, scientists to engineers, doctors to nurses-the careers and....",2,HEALTH CARE DATA ANALYST,Aurora,CO,107272.0,139457.0,123364.5
165,tronc (formerly Tribune Publishing),Tronc (formerly Tribune Publishing) is seeking a Senior Data Scientist to join our newly-formed Data Science & Engineering team in Los Angeles....,1,Senior Data Scientist,Los Angeles,CA,,,
166,Venesco LLC,Is looking for a dynamic and experienced *Aeromedical Research Scientist*. 10+ years’ experience performing work related to aeromedical research and/or...,10,Aeromedical Research Scientist,Oklahoma City,OK,,,
167,Booz Allen Hamilton,"Work as a lead data scientist, leading teams of data scientists in the design, development, and execution of analytical solutions to derive business insights...",12,"Data Scientist, Lead",Rockville,MD,,,
168,S&P Global Ratings,Research and resolve data maintenance requests related to Corporate & Government and Structured Finance ratings data....,15,Statistician,New York,NY,,,
169,University of Miami,Conduct routine data checks to ensure data integrity. Develop and implement strategies for real-time data QC....,18,Statistical Programmer / Sr. Statistical Programmer,Coral Gables,FL,32900.0,,32900.0
170,DataKind,"A Creative Data Scientist. And, you will easily translate between our partners and volunteer data scientists because you are well versed in both social sector...",16,Data Science Manager,New York,NY,,,
171,IBM,"The Advanced Analytics Senior Data Scientist will be responsible for:. Using industry technologies, tools and data mining frameworks for data analytics...",24,Advanced Analytics Senior Data Scientist,Denver,CO,,,
172,Charles Schwab,"Experience with financial data providers, such as Bloomberg, Thomson Reuters, FactSet or Capital IQ. Reviewing model documentation for completeness, assessing...",2,Quantitative Analyst – Model Validation,Lone Tree,CO,,,
173,AT&T,"Working knowledge of machine learning, big data and real-time analytics. Big data analytics of end-to-end service and quality management- Create service KPIs...",30,Sr Member of Technical Staff Data Scientist,Middletown,NJ,,,
174,"Truven Health Analytics, Inc. & Simpler Consulting",Experience working with both structured and unstructured healthcare data and familiarity with current methods applied to healthcare data....,12,Lead Data Scientist,Ann Arbor,MI,,,
175,Cray,"Familiarity and experience with data analytics in this territory. Stay abreast with big data trends, company offerings and market competition....",5,Data Analytics Sales Representative - Western U.S.,San Jose,CA,,,
176,Credit Acceptance,Analyze data to drive better business decisions. Develop complex programming to extract and manipulate data. Test and implement models and data infrastructure...,30,Predictive Modeler/Sr Predictive Modeler (Statistician),Southfield,MI,,,
177,Centers for Disease Control and Prevention,"Design, collect and analyze surveillance and scientific data. Assist in the development of scientific and data management protocols, procedures, and guidelines....",4,Scientific Information Specialist,Atlanta,GA,74260.0,114802.0,94531.0
178,"Montrose Environmental Group, Inc.","Process project data packages for inclusion in client reports. Located in Durham, NC is hiring a GC scientist for immediate placement....",2,GC Analyst (Environmental Lab),Durham,NC,,,
179,NATIONAL GRID CO USA (NE POWER),"Collaborate with Data Scientists and Quantitative Analysts. Deep web, image and remote sensing data, natural language data....",23,Data Engineer (Associate/Senior/Lead),Brooklyn,NY,,,
180,Savvysherpa,"Research Scientists participate in every stage of the research process, from data conditioning to gathering new data to building data products....",13,Research Scientist,Minneapolis,MN,,,
181,Diverse Lynx,"Job Title - Data Scientist with Spark. Executes on Big Data requests to improve the accuracy, quality, completeness, speed of data, and decisions made from Big...",25,Data Scientist with Spark,Brooklyn,NY,,,
182,Yahoo! Inc.,"We are seeking data mining scientists and engineers to mine the massive amount of data at Yahoo and apply innovative statistics, machine learning algorithms,...",9,"Sr. Data Scientist, Advertising",Sunnyvale,CA,,,
183,Streck,"Collect, record, analyze and interpret experimental data and report results and interpretation of data. Streck is recruiting for a talented and professional...",1,Research and Development Scientist,Omaha,NE,,,
184,High 5 Games,Managing a team of data scientists. The Senior Data Scientist will be responsible for:. As a Senior Data Scientist you will be collaborating across the...,30,Senior Data Scientist,New York,NY,,,
185,10x Management,"10x Management represents elite full stack engineers, data scientists, product managers, cyber security professionals, UX/UI designers, and others, matching...",1,Growth Hacker,New York,NY,,,
186,SKIM,Are you seeking an analytically challenging market research position in a global team? Do you have a strong quantitative background and a passion for,12,Quantitative Research Analyst- Healthcare,New York,NY,,,
187,FabFitFun,"FabFitFun is looking for a detail-oriented, data-driven Data Scientist to help support our growing BI Team!...",23,Junior Data Scientist,West Hollywood,CA,,,
188,"Resolute Technologies, LLC","An understanding of SIGINT processing systems, data flows, data formats, and analysis is strongly desired. Architect a prototype to characterize data sets and...",3,Machine Learning Scientist/Architect - TS/SCI with Poly requ...,Hanover,MD,190000.0,,190000.0
189,AWS Truepower,"AWS Truepower is seeking a senior research scientist in the company’s Grid Solutions business unit. Further, candidates will be able to write, modify, execute,...",16,Senior Research Scientist (Renewable Energy Forecasting),Albany,NY,,,
190,CLIFFORD W. BEERS,"Responsible for data integrity of the programincluding data completeness and accuracy. Responsible for generating, weekly, monthly, andquarterly reports to...",11,Data Architect/Research Analysis,New Haven,CT,,,
191,BOEING,Skilled scientists and thinkers. Compiles data and provides recommendations for material review disposition....,3,Quality Systems Specialist 2,Heath,OH,,,
192,Oncora Medical,We are looking for expert software engineers and data scientists to help design and implement our web application used by radiation oncologists when planning...,30,Data Scientist,Philadelphia,PA,80000.0,100000.0,90000.0
193,Association of Universities for Research in Astron...,Science Data Analysis Specialist. Developing algorithms for image data processing. Programming within astronomical data reduction pipeline frameworks....,29,Scientific Programmer/Science Data Analyst/DevOps Engineer,Tucson,AZ,,,
194,Exponent,"We are seeking a Senior Managing Data Scientist for a Senior Managing Scientist position in either our Maynard, MA, Bellevue, WA, Los Angeles, CA or Pasadena,...",2,Senior Managing Data Scientist,Bellevue,WA,,,
195,T-Mobile,The Principal Data Scientist is an expert in emerging “big data” technologies relevant to industry research and trends....,4,Principal Data Scientist,Bellevue,WA,,,
196,Smith Hanley Associates,This consulting agency (primary clients are in the Pharma/Health Science space) is responsible for illustrative data modeling/statistical analyses....,3,Statistician/Data Analyst-PHARM,New York,NY,90000.0,,90000.0
197,Empiric Solutions,This exciting technology start-up data marketplace is the largest 3rd-party cross-device data set in the world with over 5B unique users and devices.This hands...,6,Data Scientist - Advertising Analytics,New York,NY,130000.0,,130000.0
198,SAP,We're looking for a Senior Data Scientist to be part of our Business Network team and help draw insights from one of the biggest B2B data stores in the world....,3,Senior Data Scientist Job,Palo Alto,CA,,,
199,Raytheon,Data Scientist will l ead the development of workforce models and predictive analytics that inform Strategic and Operational Workforce Planning;...,4,"Sr. Data Scientist, Workforce Modeling",Richardson,TX,,,
