,company,description,location,post_date,salary,title,temp,city,temp1,state,yearly_salary,monthly_salary,range_low,range_high,salary_avg
106,Kelton Global,Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and resonance for our,"New York, NY",1,None,"Analyst, Qualitative Research","[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
107,Société Générale,"Based on the risk model, stress test or risk process documentation and data, and using its technical skills and critical spirit the auditor will benchmark and...","New York, NY",21,None,Quantitative Analyst (Regulatory Models),"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
108,Reed Elsevier,"Maintain data quality at or greater than 99.5% for agreement details in CRM. A global company based in Amsterdam, Elsevier partners with scientists, researchers...","New York, NY",26,None,Sales Support Coordinator,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
109,Amazon Corporate LLC,DynamoDB is looking for a Research Scientist who would help propel DynamoDB to new levels of profitability while safeguarding customer data as a top priority....,"New York, NY",30,None,Principal Scientist,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
110,New York State Senate,Restructure social listening data to achieve social intelligence from big data. Ability to provide data visualizations....,"Jefferson Valley-Yorktown, NY",30,"<nobr>$50,000 a year</nobr>",Data Scientist,"[u'Jefferson Valley-Yorktown', u' NY']",Jefferson Valley-Yorktown,[u' NY'],NY,"<nobr>$50,000 a year</nobr>",,50000.0,,50000.0
111,All-In Analytics,This role will be responsible for leveraging analytics to train and evaluate models to gain insights to identify opportunities and solve business problems.,"New York, NY",9,"<nobr>$115,000 - $150,000 a year</nobr>",Machine Learning Data Scientist,"[u'New York', u' NY']",New York,[u' NY'],NY,"<nobr>$115,000 - $150,000 a year</nobr>",,115000.0,150000.0,132500.0
112,IBM,"From the get-go, you will have the opportunity to impact marketing strategy at a global level and work with some of the brightest data scientists, social media...","New York, NY",1,None,Campaign Planning Professional,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
113,JLL,"Strong analytical skills, problem solving skills, and ability to process and analyze data; Respond to all internal and external client requests for data and...","New York, NY",2,None,Retail Research Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
114,Citi,"Data analysis and present to desk. Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries...","New York, NY",22,None,Global Credit Quantitative Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
115,Hudson's Bay Company (HBC),Candidate will also help to integrate additional sources of customer data to create a full picture of the customer and the opportunity....,"New York, NY",15,None,"Sr. Analyst, HBC Customer Research & Insights","[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
116,IPG Mediabrands,Present findings and back up recommendations with hard data. Brainstorm new ways of utilizing data to determine valuable business insights....,"New York, NY",11,None,"Reprise - Statistical Analyst, SEO","[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
117,"Liebowitz Law Firm, PLLC","Young, Long Island law firm seeks self-motivated individuals who thrive in a fast-paced environment. Responsibilities:  - Perform investigative research","Valley Stream, NY",12,None,Research Analyst - Entry Level,"[u'Valley Stream', u' NY']",Valley Stream,[u' NY'],NY,,,,,
118,JPMorgan Chase,"Programmatic and Paid Media Data Scientist, Sr Associate. This includes a balance of marketing/campaign optimization, data wrangling and data science....","New York, NY",30,None,"Programmatic and Paid Media Data Scientist, Sr Associate","[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
119,1199SEIU Family of Funds,Prepare data requests and reports. Manage and review payroll postings to ensure they are entered accurately and efficiently....,"New York, NY",30,None,Research Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
120,TIBCO Software,"TIBCO Spotfire is an interactive, visual environment with inbuilt data access, data prep, analytics and geocoding;...","New York, NY 10036 (Clinton area)",1,None,Data Scientist,"[u'New York', u' NY 10036 (Clinton area)']",New York,[u' NY 10036 (Clinton area)'],NY,,,,,
121,LigaData,"The Senior Implementation Manager works across LigaData with engineers, solutions architects, and data scientists....","New York, NY",18,None,Senior Big Data Implementation Manager,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
122,Celmatix,"We seek a Research Scientist to join our growing interdisciplinary team of biologists, bioinformatics scientists, and data scientists....","New York, NY 10005 (Financial District area)",11,None,Research Scientist,"[u'New York', u' NY 10005 (Financial District area)']",New York,[u' NY 10005 (Financial District area)'],NY,,,,,
123,Bloomberg,"Evaluate cutting-edge big data technologies/software (e.g. Strong Computer Science fundamentals (algorithms, data structures)....","New York, NY",30,None,Senior Data Engineer for Search and Discoverability Team,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
124,Capital One,"Senior Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data -Integrating with external data sources...","New York, NY",22,None,Senior Data Scientist,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
125,Maven Inc,"Help business analysts, application engineers, data scientists, etc., leverage the appropriate tools, solutions, and/or processes as part of their data mining,...","New York, NY",16,None,Data Engineer - NYC,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
126,Smith Hanley Associates,"As a Data Scientist, you will:. We are looking for Data Scientist to join the team in our New York City office....","New York, NY",30,"<nobr>$115,000 - $150,000 a year</nobr>",Data Scientist,"[u'New York', u' NY']",New York,[u' NY'],NY,"<nobr>$115,000 - $150,000 a year</nobr>",,115000.0,150000.0,132500.0
127,Etsy,You have 4+ years experience as a data scientist or data analyst in which you extracted meaning from big data sets with little engineering support....,"Brooklyn, NY 11201",9,None,Senior Data Analyst,"[u'Brooklyn', u' NY 11201']",Brooklyn,[u' NY 11201'],NY,,,,,
128,UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY 10014 (West Village area)",30,None,Junior Data Scientist,"[u'New York', u' NY 10014 (West Village area)']",New York,[u' NY 10014 (West Village area)'],NY,,,,,
129,City of New York,City Research Scientist. Write SQL to query data from Oracle databases. Coordinate and perform data matches with datasets from external agencies....,"New York, NY",15,"<nobr>$68,239 - $85,644 a year</nobr>",Predictive Risk Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,"<nobr>$68,239 - $85,644 a year</nobr>",,68239.0,85644.0,76941.5
130,Averity,Our Quantitative Strategy team is in search of a statically and analytically driven Quant / Data Scientist with hands on programming experience to lead the...,"New York, NY",25,None,Quantitative Research Analyst / Scientist for $20B Hedge Fun...,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
131,BNY Mellon,Must be able to analyze data and extrapolate trends within the data in order to create meaningful reports and case studies for Senior Management and internal...,"New York, NY",30,None,Product Research Analyst - Dreyfus,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
132,NYU Langone Medical Center,"HR and salary data analytics. PeopleSoft functional issue resolution - including management of payroll interfaces, data integration, data extracts/reporting...","New York, NY",19,None,Senior Data Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
133,Aetion,You will work closely with our scientists to understand client data sets and validate data integrity. Source data analysis)....,"New York, NY",1,None,Data Engineer,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
134,BuzzFeed,"Lead, nurture, and grow a team of Data Scientists. Significant experience managing, mentoring, and coaching teams of data scientists and analysts....","New York, NY",21,None,Director of Data Science,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
135,MUFG,"Strategic Data & Analysis Manager, Vice President. Experience in SharePoint or other reporting tool and data analysis software a plus....","New York, NY",11,None,"Strategic Data & Analysis Manager, Vice President","[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
136,Medidata Solutions,"Data architecture, data mining, and/or data analysis. Data security and privacy (privacy-preserving data mining, data security, data provenance)....","New York, NY 10003 (Greenwich Village area)",30,None,Senior Data Scientist/mHealth Lead,"[u'New York', u' NY 10003 (Greenwich Village area)']",New York,[u' NY 10003 (Greenwich Village area)'],NY,,,,,
137,Empiric Solutions,"Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....","New York, NY",6,"<nobr>$135,000 a year</nobr>",Data Scientist - Health+Care,"[u'New York', u' NY']",New York,[u' NY'],NY,"<nobr>$135,000 a year</nobr>",,135000.0,,135000.0
138,Mount Sinai Health System,"Coordinates with computational scientists, IT management, staff, researchers and vendors at the appropriate technical level....","New York, NY 10019 (Midtown area)",30,None,HPC Technology Specialist I- Scientific Computing,"[u'New York', u' NY 10019 (Midtown area)']",New York,[u' NY 10019 (Midtown area)'],NY,,,,,
139,Verizon,Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....,"New York, NY 10010 (Gramercy area)",24,None,Principal Data Scientist - Supply Chain,"[u'New York', u' NY 10010 (Gramercy area)']",New York,[u' NY 10010 (Gramercy area)'],NY,,,,,
140,SUNY Oswego,"Image reconstruction algorithms, data analysis and software development. The Research Foundation for SUNY on behalf of the Advanced Wireless Systems Research...","Oswego, NY",12,"<nobr>$50,000 - $60,000 a year</nobr>",Post-Doctoral Research Scientist,"[u'Oswego', u' NY']",Oswego,[u' NY'],NY,"<nobr>$50,000 - $60,000 a year</nobr>",,50000.0,60000.0,55000.0
141,New York Genome Center,Proficiency in utilizing data from public resources such as TCGA or COSMIC as part of data analysis or methods development....,"New York, NY 10013 (Tribeca area)",30,None,"Bioinformatics Scientist, Cancer (focus: Interpretation)","[u'New York', u' NY 10013 (Tribeca area)']",New York,[u' NY 10013 (Tribeca area)'],NY,,,,,
142,IPG Mediabrands,"Build, grow and maintain outstanding relationships with key data vendors and maintain organized internal database on various 3 rd party data sources....","New York, NY",30,None,Sr. Analyst - Consumer Insights / Research & Analytics,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
143,Grovo,"Own the entire data stack and team including Data Scientists, Engineers and Analysts. Director of Data. We’ve built a fantastic team of Data Engineers (3) and...","New York, NY",30,None,Director of Data,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
144,Lifetime Fitness,Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....,"Westchester, NY",30,None,Ultimate Hoops Statistician,"[u'Westchester', u' NY']",Westchester,[u' NY'],NY,,,,,
145,NYU Langone Medical Center,Supports the data governance team in conducting moderately complex data analysis to help drive data quality improvement initiatives....,"New York, NY",30,None,Enterprise Data Governance Analyst,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
146,Hudson Data,Hudson Data is a data science solutions firm specializing in big data and predictive modeling factories. You are an enthusiastic educator that is eager to...,"New York, NY",28,None,Data Science Instructor,"[u'New York', u' NY']",New York,[u' NY'],NY,,,,,
147,General Assembly,"Data visualization techniques; Data Science Instructor Overview. Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of...","New York, NY 10010 (Gramercy area)",30,None,Part Time Data Science Instructor,"[u'New York', u' NY 10010 (Gramercy area)']",New York,[u' NY 10010 (Gramercy area)'],NY,,,,,
